2023-02-07 14:25:51,134 Epoch: [1][0/600]	Time 2.641 (2.641)	Data 0.412 (0.412)	Loss 1.9261 (1.9261)	Prec@1 12.000 (12.000)	Prec@5 48.000 (48.000)	
2023-02-07 14:25:51,939 Epoch: [1][10/600]	Time 0.009 (0.291)	Data 0.230 (0.060)	Loss 1.2278 (1.5770)	Prec@1 15.000 (13.500)	Prec@5 57.000 (52.500)	
2023-02-07 14:25:52,648 Epoch: [1][20/600]	Time 0.008 (0.157)	Data 0.016 (0.061)	Loss 0.7370 (1.2970)	Prec@1 23.000 (16.667)	Prec@5 77.000 (60.667)	
2023-02-07 14:25:53,613 Epoch: [1][30/600]	Time 0.012 (0.109)	Data 0.283 (0.069)	Loss 0.4988 (1.0974)	Prec@1 29.000 (19.750)	Prec@5 72.000 (63.500)	
2023-02-07 14:25:54,321 Epoch: [1][40/600]	Time 0.007 (0.084)	Data 0.004 (0.068)	Loss 0.3557 (0.9491)	Prec@1 39.000 (23.600)	Prec@5 77.000 (66.200)	
2023-02-07 14:25:55,195 Epoch: [1][50/600]	Time 0.009 (0.069)	Data 0.269 (0.070)	Loss 0.3253 (0.8451)	Prec@1 28.000 (24.333)	Prec@5 84.000 (69.167)	
2023-02-07 14:26:20,194 Epoch: [1][60/600]	Time 0.009 (0.059)	Data 11.330 (0.467)	Loss 0.3338 (0.7721)	Prec@1 35.000 (25.857)	Prec@5 79.000 (70.571)	
2023-02-07 14:27:03,305 Epoch: [1][70/600]	Time 0.008 (0.052)	Data 8.234 (1.007)	Loss 0.3196 (0.7155)	Prec@1 38.000 (27.375)	Prec@5 78.000 (71.500)	
2023-02-07 14:27:46,267 Epoch: [1][80/600]	Time 0.009 (0.047)	Data 8.855 (1.412)	Loss 0.3095 (0.6704)	Prec@1 39.000 (28.667)	Prec@5 87.000 (73.222)	
2023-02-07 14:28:33,117 Epoch: [1][90/600]	Time 0.009 (0.042)	Data 11.742 (1.771)	Loss 0.3092 (0.6343)	Prec@1 39.000 (29.700)	Prec@5 87.000 (74.600)	
2023-02-07 14:29:14,945 Epoch: [1][100/600]	Time 0.009 (0.039)	Data 8.282 (2.009)	Loss 0.2985 (0.6038)	Prec@1 48.000 (31.364)	Prec@5 84.000 (75.455)	
2023-02-07 14:29:58,375 Epoch: [1][110/600]	Time 0.009 (0.036)	Data 8.980 (2.219)	Loss 0.2975 (0.5782)	Prec@1 44.000 (32.417)	Prec@5 94.000 (77.000)	
2023-02-07 14:30:39,505 Epoch: [1][120/600]	Time 0.010 (0.034)	Data 8.575 (2.375)	Loss 0.3129 (0.5578)	Prec@1 35.000 (32.615)	Prec@5 84.000 (77.538)	
2023-02-07 14:31:22,680 Epoch: [1][130/600]	Time 0.009 (0.032)	Data 8.570 (2.522)	Loss 0.2728 (0.5375)	Prec@1 50.000 (33.857)	Prec@5 92.000 (78.571)	
2023-02-07 14:32:07,160 Epoch: [1][140/600]	Time 0.008 (0.030)	Data 9.709 (2.658)	Loss 0.2852 (0.5206)	Prec@1 51.000 (35.000)	Prec@5 91.000 (79.400)	
2023-02-07 14:32:49,911 Epoch: [1][150/600]	Time 0.009 (0.029)	Data 9.463 (2.765)	Loss 0.2861 (0.5060)	Prec@1 49.000 (35.875)	Prec@5 89.000 (80.000)	
2023-02-07 14:33:30,392 Epoch: [1][160/600]	Time 0.008 (0.027)	Data 7.913 (2.844)	Loss 0.2660 (0.4919)	Prec@1 59.000 (37.235)	Prec@5 90.000 (80.588)	
2023-02-07 14:34:12,841 Epoch: [1][170/600]	Time 0.008 (0.026)	Data 7.750 (2.925)	Loss 0.2558 (0.4788)	Prec@1 52.000 (38.056)	Prec@5 93.000 (81.278)	
2023-02-07 14:34:56,969 Epoch: [1][180/600]	Time 0.009 (0.025)	Data 10.117 (3.007)	Loss 0.2706 (0.4678)	Prec@1 59.000 (39.158)	Prec@5 89.000 (81.684)	
2023-02-07 14:35:39,532 Epoch: [1][190/600]	Time 0.008 (0.024)	Data 7.898 (3.072)	Loss 0.2571 (0.4573)	Prec@1 59.000 (40.150)	Prec@5 90.000 (82.100)	
2023-02-07 14:36:23,101 Epoch: [1][200/600]	Time 0.010 (0.023)	Data 10.137 (3.136)	Loss 0.2660 (0.4482)	Prec@1 53.000 (40.762)	Prec@5 95.000 (82.714)	
